Representation,Level,Band,Channel,Feature,Window_Length_s,Entropy_Bins,Baseline_Median_Entropy_bits,Modulation_Median_Entropy_bits,Delta_Entropy_ModMinusBase_bits,Delta_Sign,Baseline_N_Valid_Windows,Modulation_N_Valid_Windows,Entropy_Definition
FFT-derived POW,Feature,BetaH,Cz,POW.Cz.BetaH,120,64,4.578449278,3.950299921,-0.6281493565,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,10,16,2.163733691,1.350376329,-0.8133573626,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,10,32,3.012289372,2.106323135,-0.9059662372,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,10,64,3.889711066,2.986324929,-0.9033861374,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,30,16,2.305188858,1.461373512,-0.8438153461,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,30,32,3.241960425,2.260732058,-0.9812283673,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,30,64,4.187694767,3.1896028,-0.9980919664,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,60,16,2.362992724,1.502758169,-0.8602345544,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,60,32,3.317513659,2.335419378,-0.9820942805,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,60,64,4.277553763,3.26591379,-1.011639973,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,120,16,2.364982058,1.530163935,-0.8348181228,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,120,32,3.299426037,2.392880586,-0.906545451,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Cz,POW.Cz.Gamma,120,64,4.285976332,3.343402198,-0.9425741335,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,10,16,0.9631672451,0.7908580906,-0.1723091545,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,10,32,1.752827171,1.562041197,-0.1907859743,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,10,64,2.582322117,2.345642913,-0.2366792031,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,30,16,1.050432898,0.7537388476,-0.2966940504,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,30,32,1.903916262,1.631787111,-0.2721291511,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,30,64,2.755366714,2.48692892,-0.2684377937,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,60,16,1.010071494,0.7844075578,-0.2256639362,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,60,32,1.936508179,1.676909145,-0.2595990333,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,60,64,2.8034293,2.531026999,-0.2724023003,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,120,16,1.124589747,0.7589901492,-0.3655995981,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,120,32,1.989626591,1.640873261,-0.3487533302,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fz,POW.Fz.Theta,120,64,2.8690413,2.529697353,-0.3393439475,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,10,16,2.312878808,2.339752262,0.026873454,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,10,32,3.184267622,3.181155216,-0.003112406535,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,10,64,4.029714841,4.002166846,-0.02754799433,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,30,16,2.496857133,2.538401598,0.04154446421,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,30,32,3.447987166,3.448488481,0.0005013154152,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,30,64,4.366750941,4.385060979,0.01831003832,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,60,16,2.607583856,2.579775029,-0.02780882675,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,60,32,3.531653595,3.526496092,-0.005157503624,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,60,64,4.470842862,4.484137616,0.01329475451,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,120,16,2.650335313,2.563869684,-0.08646562937,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,120,32,3.617060274,3.531227957,-0.08583231703,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,Fz,POW.Fz.Alpha,120,64,4.584626155,4.50475147,-0.07987468524,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,10,16,2.095593985,1.933800801,-0.1617931842,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,10,32,2.932770596,2.782675153,-0.1500954436,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,10,64,3.753755117,3.607535091,-0.1462200265,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,30,16,2.2520321,2.104051212,-0.1479808886,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,30,32,3.160367241,2.966278981,-0.1940882595,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,30,64,4.08433221,3.907182445,-0.1771497652,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,60,16,2.313630477,2.110037284,-0.2035931929,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,60,32,3.232039268,2.997508407,-0.2345308607,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,60,64,4.164992531,3.958830261,-0.20616227,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,120,16,2.358457678,2.140935196,-0.2175224825,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,120,32,3.271388352,3.059377255,-0.2120110976,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,Fz,POW.Fz.BetaL,120,64,4.211366419,3.988870562,-0.222495857,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,10,16,2.366598351,2.261144753,-0.1054535977,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,10,32,3.220634399,3.137965633,-0.0826687656,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,10,64,4.097610247,4.007857985,-0.08975226164,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,30,16,2.511601762,2.439358557,-0.07224320516,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,30,32,3.437325901,3.373702547,-0.06362335432,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,30,64,4.363545191,4.317170938,-0.04637425343,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,60,16,2.611182239,2.506056202,-0.1051260371,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,60,32,3.557693399,3.444120637,-0.1135727623,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,60,64,4.514247648,4.393841983,-0.1204056646,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,120,16,2.675765597,2.533368847,-0.1423967493,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,120,32,3.637882812,3.48935715,-0.1485256625,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,Fz,POW.Fz.BetaH,120,64,4.615812588,4.456903432,-0.1589091555,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,10,16,2.058318815,1.839792499,-0.218526316,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,10,32,2.919796969,2.687328209,-0.2324687606,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,10,64,3.77983758,3.568757856,-0.2110797235,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,30,16,2.263689531,1.97047285,-0.2932166814,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,30,32,3.162812547,2.87608039,-0.286732158,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,30,64,4.091120324,3.819326365,-0.2717939591,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,60,16,2.249173743,2.007425247,-0.2417484952,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,60,32,3.1773682,2.94924796,-0.2281202393,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,60,64,4.138373347,3.909124039,-0.229249308,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,120,16,2.248191548,2.087214023,-0.1609775249,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,120,32,3.206307992,3.032821431,-0.1734865611,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,Fz,POW.Fz.Gamma,120,64,4.172793248,4.0091975,-0.1635957476,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fp1,POW.Fp1.Theta,10,16,0.9224062618,0.550123406,-0.3722828557,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fp1,POW.Fp1.Theta,10,32,1.803125121,1.403001967,-0.4001231534,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fp1,POW.Fp1.Theta,10,64,2.619607083,2.197832404,-0.4217746786,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,Fp1,POW.Fp1.Theta,30,16,1.069465444,0.6394581896,-0.4300072548,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
